,rank,title,artist,other artists,year,Spotify id,Popularity
2921,21,Blame It on the Rain,Milli Vanilli,None,1989,0UUpyDCYzkziXJ1TM4awHM,52
2922,22,Listen to Your Heart,Roxette,None,1989,1qIKynV6YQZgocodkPdCy7,58
2923,23,I'll Be There for You,Bon Jovi,None,1989,07HqIg8BnB1lJElnw2ZiSR,70
2924,24,If You Don't Know Me by Now,Simply Red,None,1989,7DFawVSjI88xR9mjnWwURg,74
2925,25,Like a Prayer,Madonna,None,1989,1z3ugFmUKoCzGsI6jdY4Ci,73
2926,26,I'll Be Loving You (Forever),New Kids on the Block,None,1989,1cy5US2dffz6QGBAIzOGkq,63
2927,27,How Can I Fall?,Breathe,None,1989,62oGUBJQGPa3emMGMejBhm,50
2928,28,Baby Don't Forget My Number,Milli Vanilli,None,1989,3t4EJY6cTsb6FyP1EQzajK,50
2929,29,Toy Soldiers,Martika,None,1989,4jh9olf0OKCokpzxSyLeJx,61
2930,30,Forever Your Girl,Paula Abdul,None,1989,0lmS0Wofcv7B7uFYssSKta,45
2931,31,The Living Years,Mike + The Mechanics,None,1989,7tJnjRY2js0yXtNUWE4fgF,58
2932,32,Eternal Flame,The Bangles,None,1989,5MoDQWMDMaAGDEiWsJfeCi,71
2933,33,Wild Thing,Tone Loc,None,1989,0gljI0CtjpdZK6ecidfxto,61
2934,34,When I See You Smile,Bad English,None,1989,0tKjVEJlX3IZ5L1rEJc5hh,67
2935,35,If I Could Turn Back Time,Cher,None,1989,6mYrhCAGWzTdF8QnKuchXM,74
2936,36,Buffalo Stance,Neneh Cherry,None,1989,3XWgwgbWDI56mf1Wl3cLzb,55
2937,37,When I'm with You,Sheriff,None,1989,3RJof5CojqlbgZ5adHw50O,56
2938,38,Don't Rush Me,Taylor Dayne,None,1989,4xnucvIktqiQowLjbUj9q5,35
2939,39,Born to Be My Baby,Bon Jovi,None,1989,50ZpPgU81payZxI2H7QXNM,62
2940,40,Good Thing,Fine Young Cannibals,None,1989,6lRkdG1HurVS72F9GoBeWJ,64
2941,41,The Lover in Me,Sheena Easton,None,1989,6pvIzUyq2yxvIEIK8i6hRs,34
2942,42,Bust a Move,Young MC,None,1989,3IeCYkdKI55mNMl2o4vX0k,63
2943,43,"Once Bitten, Twice Shy",Great White,None,1989,7pkWZL0kA26s754CwyK0SH,63
2944,44,Batdance,Prince,None,1989,4DbUk1qwcz9KKcUY4t8f8u,49
2945,45,Rock On,Michael Damian,None,1989,6e3O5XkMEhMAatdKnOlZPh,34
2946,46,Real Love,Jody Watley,None,1989,0vbbwEUSkZf3oA1dLlIoFL,39
2947,47,Love Shack,The B-52s,None,1989,4W4wYHtsrgDiivRASVOINL,72
2948,48,Every Little Step,Bobby Brown,None,1989,0s6e7ZafqOAUBDoQYGmxrc,58
2949,49,Hangin' Tough,New Kids on the Block,None,1989,16flEBCtUF67V5yO0GxYWn,50
2950,50,My Heart Can't Tell You No,Rod Stewart,None,1989,7CLM0TXEaleWE2Xawq6CFs,46
2951,51,So Alive,Love,Rockets,1989,7pfP8Z9M9KRUtzTLcnjem5,53
2952,52,You Got It (The Right Stuff),New Kids on the Block,None,1989,4buDeg67vos7KP1yHrS9wl,56
2953,53,Armageddon It,Def Leppard,None,1989,16MQZkAIAAtI4X5NuiEwuq,56
2954,54,Satisfied,Richard Marx,None,1989,4V87hYB94wu8DFtd901riK,43
2955,55,Express Yourself,Madonna,None,1989,6ioBgySxoeQKALvAeLEmId,58
2956,56,I Like It,Dino,None,1989,1UHXwhhhyyikWEa3h79sNF,31
2957,57,Soldier of Love,Donny Osmond,None,1989,1I0HPyA358wezY1aCpuLBS,33
2958,58,Sowing the Seeds of Love,Tears for Fears,None,1989,0PbAyLrJRDxckQBLQ2Addc,66
2959,59,Cherish,Madonna,None,1989,5OKScc0MSa9Wl8g2zrulLn,50
2960,60,When the Children Cry,White Lion,None,1989,4ZCLM74MYhUy80TPiaAuee,63
2961,61,18 and Life,Skid Row,None,1989,0qgrrDnUUhyxpxbBznUnzg,71
2962,62,I Don't Want Your Love,Duran Duran,None,1989,0AUys3I9ow0KSaqew5esK7,37
2963,63,Second Chance,.38 Special,None,1989,0RAn8LOs5QVMLy2xH30bUj,58
2964,64,The Way You Love Me,Karyn White,None,1989,1TtJkmAW9Rc55iVOPgZ33z,46
2965,65,Funky Cold Medina,Tone Loc,None,1989,5YIF6HSOtHN9HdcE5IPzMe,58
2966,66,In Your Room,The Bangles,None,1989,6BsXgrxQViV3PdAjS13uWZ,40
2967,67,Miss You Like Crazy,Natalie Cole,None,1989,6WTD4ZZx3jit6MY3hDDXcc,67
2968,68,Lovesong,The Cure,None,1989,0X5C4WjQNubRysTkHOubz3,62
2969,69,Secret Rendezvous,Karyn White,None,1989,4aYOQDyN2wTOlt2mRQ6zef,40
2970,70,Angel Eyes,The Jeff Healey Band,None,1989,3gDtrR0W8CmkyS6mweesSS,50
2971,71,Patience,Guns N' Roses,None,1989,1OEoNpiyqBghuEUaT6Je6U,70
2972,72,Walk on Water,Eddie Money,None,1989,6TWYdlmZVmZYcJlQ82ff1K,44
2973,73,Cover Girl,New Kids on the Block,None,1989,6CCYX0JVy5qYqUvWpCvHXh,43
2974,74,Welcome to the Jungle,Guns N' Roses,None,1989,0G21yYKMZoHa30cYVi1iA8,73
2975,75,Shower Me With Your Love,Surface,None,1989,0YL8rCxASTV9uBE9Sur0Ag,53
2976,76,Stand,R.E.M.,None,1989,22UhQSbYimuCnvI0Y07gFX,60
2977,77,Close My Eyes Forever,Lita Ford,Ozzy Osbourne,1989,6JYU4r8D2EwW4eP7ZeUGPa,40
2978,78,All This Time,Tiffany,None,1989,5jzDnEoTtwzvJfvVx52rDC,58
2979,79,After All,Cher,Peter Cetera,1989,0ACu78PvVsOFYIKgRkKbGZ,66
2980,80,Roni,Bobby Brown,None,1989,6mdNRnbiVerwM8kGCS1KwD,55
2981,81,Love in an Elevator,Aerosmith,None,1989,1l6DV8qhmCdgOKLSAFzPOe,52
2982,82,Lay Your Hands on Me,Bon Jovi,None,1989,7yJYnyb2Hx4G1i12DVpead,53
2983,83,The Promise,When in Rome,None,1989,48p5E25cFPanxuwCTmTpuL,67
2984,84,What I Am,Edie Brickell,New Bohemians,1989,6hHUiDe461VUoTHnsplRYs,58
2985,85,I Remember Holding You,Boys Club,None,1989,1vg9QIylIW01JyfvDtfd4H,17
2986,86,Paradise City,Guns N' Roses,None,1989,6eN1f9KNmiWEhpE2RhQqB5,73
2987,87,I Wanna Have Some Fun,Samantha Fox,None,1989,2MLtib2ulZ6eeu4zTToYr7,29
2988,88,She Wants to Dance with Me,Rick Astley,None,1989,40RrsR16maAWMtBX6iav7d,48
2989,89,Dreamin',Vanessa Williams,None,1989,3jQCcmUSBL21Z8Csp96Y9Q,35
2990,90,It's No Crime,Babyface,None,1989,2zFqQ0xLiMHOVUuV5zw9Gq,37
2991,91,Poison,Alice Cooper,None,1989,5XcZRgJv3zMhTqCyESjQrF,74
2992,92,This Time I Know It's for Real,Donna Summer,None,1989,47XPUkAsZjZ96UzaYO7sEC,48
2993,93,Smooth Criminal,Michael Jackson,None,1989,2bCQHF9gdG5BNDVuEIEnNk,78
2994,94,Heaven Help Me,Deon Estus,None,1989,4ihqSCopukVi1gqDseWiLb,40
2995,95,Rock Wit'cha,Bobby Brown,None,1989,7BVMXNnQSswMX8IJeZUb5T,54
2996,96,Thinking of You,Sa,Fire,1989,00slPW2hNEqF22b1KZrC1P,49
2997,97,What You Don't Know,ExposÃ©,None,1989,7hHMxTGSSLVOFJw2I4TtOK,22
2998,98,Surrender To Me,Ann Wilson,Robin Zander,1989,0Mqlf5OTGoeUgoeqL1Mzew,43
2999,99,The End of the Innocence,Don Henley,None,1989,3NWcFiL6oCEagrFiTdDr1m,62
3000,100,Keep on Movin',Soul II Soul,None,1989,7upgDi9C0pQn9HZzGfksJq,56
3001,1,Hold On,Wilson Phillips,None,1990,4VZDv8sASBS8UruUBGTFdk,70
3002,2,It Must Have Been Love,Roxette,None,1990,6kvoHl80mfCVTv7XnZkjQn,78
3003,3,Nothing Compares 2 U,SinÃ©ad O'Connor,None,1990,3nvuPQTw2zuFAVuLsC9IYQ,76
3004,4,Poison,Bell Biv DeVoe,None,1990,6m59VvDUi0UQsB2eZ9wVbH,67
3005,5,Vogue,Madonna,None,1990,27QvYgBk0CHOVHthWnkuWt,69
3006,6,Vision of Love,Mariah Carey,None,1990,0gLQ6jhJsyYfl7PrD1RZ7X,61
3007,7,Another Day in Paradise,Phil Collins,None,1990,1NCuYqMc8hKMb4cpNTcJbD,76
3008,8,Hold On,En Vogue,None,1990,3ZqjDpr3qCZnZBPcd0Hpj2,58
3009,9,Cradle of Love,Billy Idol,None,1990,5TSANSqPTD6nBG0NSJWmVB,50
3010,10,Blaze of Glory,Jon Bon Jovi,None,1990,1sUTfgduT0WIQO8kXKXxLC,68
3011,11,Do Me!,Bell Biv DeVoe,None,1990,3an1aoJKoBXJKoIfdDbVwf,49
3012,12,How Am I Supposed to Live Without You,Michael Bolton,None,1990,3RMeOetCdXttthQK0clPuz,72
3013,13,Pump Up the Jam,Technotronic,None,1990,21qnJAMtzC6S5SESuqQLEK,69
3014,14,Opposites Attract,Paula Abdul,The Wild Pair,1990,7z38bideBRvGAgjXe2SECm,54
3015,15,Escapade,Janet Jackson,None,1990,5HAv1Ckfe50DUjv8ghwTrz,55
3016,16,All I Wanna Do Is Make Love to You,Heart,None,1990,5YjKdeES9QRJ8NmF4Xc8pV,70
3017,17,Close to You,Maxi Priest,None,1990,33I3oS8UkebR3KRvqxD9X0,56
3018,18,Black Velvet,Alannah Myles,None,1990,1KU5EHSz04JhGg3rReGJ0N,73
3019,19,Release Me,Wilson Phillips,None,1990,1rIy3lkFJnMsTLZpxFmYU8,54
3020,20,Don't Know Much,Linda Ronstadt,Aaron Neville,1990,5z3ZDMP02xF33yCvPFnct3,65
3021,21,All Around the World,Lisa Stansfield,None,1990,1DapqOfkDAQCiKnvfwKo0g,66
3022,22,I Wanna Be Rich,Calloway,None,1990,5bqNu0YfNOZpgl34bcJiFQ,33
3023,23,Rub You the Right Way,Johnny Gill,None,1990,40xz60ciGIpsRtDqRfPKBE,52
3024,24,She Ain't Worth It,Glenn Medeiros,Bobby Brown,1990,1esdA1BlJS31LTE7VCN9IL,30
3025,25,If Wishes Came True,Sweet Sensation,None,1990,5gAdATsfINRIljv4LbrKX2,36
3026,26,The Power,Snap!,None,1990,0nQLxiNGbbUoSGrxksETLm,62
3027,27,(Can't Live Without Your) Love and Affection,Nelson,None,1990,3JjY2L2bqql54j1SjnjQ23,49
3028,28,Love Will Lead You Back,Taylor Dayne,None,1990,3HLgjHYaEhKFvV4SSvI9Te,62
3029,29,Don't Wanna Fall in Love,Jane Child,None,1990,6eozUVzr02EXMji1vuxgiP,53
3030,30,Two to Make It Right,Seduction,None,1990,6GS6uE1vDmtzxO8GztAR2O,40
3031,31,Sending All My Love,Linear,None,1990,6zNPPFFrxmhpTQejOn1Wm1,53
3032,32,Unskinny Bop,Poison,None,1990,1Z6lKdYhwp8WYoBqGCKxlM,64
3033,33,Step by Step,New Kids on the Block,None,1990,6J6RWKCPN5RFKHUKEUFjxS,63
3034,34,Dangerous,Roxette,None,1990,7LwsqxyIqOCF9vbdHmdIvT,41
3035,35,We Didn't Start the Fire,Billy Joel,None,1990,3Cx4yrFaX8CeHwBMReOWXI,77
3036,36,I Don't Have the Heart,James Ingram,None,1990,5In7xBveNACCRX2uWNoPuW,58
3037,37,Downtown Train,Rod Stewart,None,1990,5XJzh2c0roCc6GDs8PrILx,54
3038,38,Rhythm Nation,Janet Jackson,None,1990,4nTYxxF8iWBq54LO3dBUie,53
3039,39,I'll Be Your Everything,Tommy Page,None,1990,4K0fYuC7qJx5P7Yh0Ch2zo,39
3040,40,Roam,The B-52s,None,1990,5fqcIHU6DhQtFKVO5XSdQs,58
3041,41,Everything,Jody Watley,None,1990,5p4xF15jnsw1rfi55Gv1lU,41
3042,42,Back to Life (However Do You Want Me),Soul II Soul,Caron Wheeler,1990,7ELuWpsuVCRBnOR9ZAZKDp,54
3043,43,Here and Now,Luther Vandross,None,1990,042pmCix7CPth3l3X28jl1,57
3044,44,Alright,Janet Jackson,None,1990,63W4sfeRTTiNKFLAzUJHFe,40
3045,45,Ice Ice Baby,Vanilla Ice,None,1990,3XVozq1aeqsJwpXrEZrDJ9,72
3046,46,Blame It on the Rain,Milli Vanilli,None,1990,0UUpyDCYzkziXJ1TM4awHM,52
3047,47,Have You Seen Her,MC Hammer,None,1990,2lvk6CUSHz4j8huQ25gH54,48
3048,48,With Every Beat of My Heart,Taylor Dayne,None,1990,3hK26G5cYhJ9KjcUy1aBRk,39
3049,49,Come Back to Me,Janet Jackson,None,1990,0NSSqYISjnav81CEn6EgBY,45
3050,50,No More Lies,Michel'le,None,1990,1Oz5bcZyzhiaEa3F06EiPY,40
3051,51,Praying for Time,George Michael,None,1990,7CgRXXie9XIxVSkpKi40ID,58
3052,52,How Can We Be Lovers,Michael Bolton,None,1990,0ZUjPkZKjzRi6bgIuJovfY,56
3053,53,Do You Remember,Phil Collins,None,1990,3TLtCHUaiMHcQcJVGVW2p2,67
3054,54,Ready or Not,After 7,None,1990,6AgDFWLbbAt2migXMbrhXT,57
3055,55,U Can't Touch This,MC Hammer,None,1990,1B75hgRqe7A4fwee3g3Wmu,75
3056,56,I Wish It Would Rain Down,Phil Collins,None,1990,4F2t297QK40XFcIHqkmLHs,65
3057,57,Just Between You and Me,Lou Gramm,None,1990,1fMvhGvNGrumP5MKKDf61e,47
3058,58,Something Happened on the Way to Heaven,Phil Collins,None,1990,4ziqqoW1o3P5EhNqK6CPb1,60
3059,59,Black Cat,Janet Jackson,None,1990,4tYpYYoOI7WDxbCnPninwE,46
3060,60,Can't Stop,After 7,None,1990,1TYt5etb427hvOod3EKJA5,46
3061,61,Janie's Got a Gun,Aerosmith,None,1990,5fMwvrqujbQjUxcNPcYrUF,58
3062,62,The Humpty Dance,Digital Underground,None,1990,3OcQkcvTcohs8vO8Rd3sKF,65
3063,63,I'll Be Your Shelter,Taylor Dayne,None,1990,4hbXvRJfgctBgz7PVBtWQu,49
3064,64,Free Fallin',Tom Petty,None,1990,5tVA6TkbaAH9QMITTQRrNv,80
3065,65,Giving You the Benefit,Pebbles,None,1990,2nNKXDFRz6cog1kolC3efq,38
3066,66,Enjoy the Silence,Depeche Mode,None,1990,1YwNlWLf8auhazSQUDQLFU,68
3067,67,Love Song,Tesla,None,1990,0vJUdIefT5caKla9H8b1q4,57
3068,68,Price of Love,Bad English,None,1990,56y9EmjGAAejQ6QX9blIGI,45
3069,69,Girls Nite Out,Tyler Collins,None,1990,5ZNSpKg6WHq34gOYvMwb5y,2
3070,70,King of Wishful Thinking,Go West,None,1990,4UQLQJu3DNvVkMVglwElU2,65
3071,71,What Kind of Man Would I Be?,Chicago,None,1990,3oCUfoqrkQiapnJk7UL8IE,38
3072,72,I Remember You,Skid Row,None,1990,4ZpXHlV2vQVfPXUvbDSZ92,69
3073,73,Get Up! (Before the Night Is Over),Technotronic,Ya Kid K,1990,2MOOJh1xUgND4rLjB6h4jY,59
3074,74,Here We Are,Gloria Estefan,None,1990,4asTNYhhrp323lLp81KIKQ,37
3075,75,Epic,Faith No More,None,1990,4ReyTz0y3TGkX48wO3Llot,71
3076,76,Love Takes Time,Mariah Carey,None,1990,48l7PNpT2fBoT4cdLW6EzP,58
3077,77,Just Like Jesse James,Cher,None,1990,5JGdpqo9wrRtOZtui5GShI,60
3078,78,Love Shack,The B-52s,None,1990,4W4wYHtsrgDiivRASVOINL,72
3079,79,All or Nothing,Milli Vanilli,None,1990,7sS1P9f8SDyl03hqC1etWU,36
3080,80,Romeo,Dino,None,1990,7xez8LRby1hw2nBvse9E9e,18
3081,81,Everybody Everybody,Black Box,None,1990,6wBMTv8yTiNh50fqTkT0JC,57
3082,82,I Go to Extremes,Billy Joel,None,1990,16LYB0chkPiblx33djiNTt,50
3083,83,Whip Appeal,Babyface,None,1990,4D13ulAZI1V7PG7Zg1Ar7r,49
3084,84,Oh Girl,Paul Young,None,1990,0YqhqbLNpfQetrwuLaVTiK,55
3085,85,C'mon and Get My Love,D Mob,Cathy Dennis,1990,2M3YldsyQfOixYWqwagtse,33
3086,86,(It's Just) The Way That You Love Me,Paula Abdul,None,1990,6Vx6TVui8rcatNrlAnUXPz,26
3087,87,We Can't Go Wrong,The Cover Girls,None,1990,1DTLJp3baHKyTYZMWD4zgp,26
3088,88,When I'm Back on My Feet Again,Michael Bolton,None,1990,47SOobTLWvyZpUfpmuUARJ,45
3089,89,Make You Sweat,Keith Sweat,None,1990,3iI6xZkQSWGjWx5phFVLn2,37
3090,90,This One's for the Children,New Kids on the Block,None,1990,78bDGxqn2KF2VU1G3Kz6J0,44
3091,91,What It Takes,Aerosmith,None,1990,2fAYTT9kcUm8tnUrhD80sC,52
3092,92,Forever,Kiss,None,1990,2o4u19nlQWOGg5mLanT7Pg,66
3093,93,Jerk Out,The Time,None,1990,2QzLYgjE7zTj1lb6Wi1aPx,33
3094,94,Just a Friend,Biz Markie,None,1990,3yNVfRQlUPViUh8O2V9SQn,63
3095,95,Whole Wide World,A'Me Lorain,None,1990,1Weqczj9uYxGGNqCaLJTuC,0
3096,96,Without You,MÃ¶tley CrÃ¼e,None,1990,0R8Danl4L4Tq00OiYFygSM,57
3097,97,Swing the Mood,Jive Bunny,the Mastermixers,1990,3Aimpqxpvmz7jhJlNnEd5c,54
3098,98,Thieves in the Temple,Prince,None,1990,403oiKw757eJnbDKPSjhHV,44
3099,99,Mentirosa,Mellow Man Ace,None,1990,3P6fS71hWhZvOnnxQojJ0Z,46
3100,100,Tic-Tac-Toe,Kyper,None,1990,4WqIpnqW9EvBXlT4jJFa0M,27
3101,1,(Everything I Do) I Do It for You,Bryan Adams,None,1991,6eBK3edMW7bEzecF1eCezc,66
3102,2,I Wanna Sex You Up,Color Me Badd,None,1991,1kPBHRXyXdrtYfUfeRwBko,61
3103,3,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,None,1991,2zeGpMojbMPSmLngK2Ojf7,25
3104,4,Rush Rush,Paula Abdul,None,1991,015qd1I4v00JIoK7yOUgKC,64
3105,5,One More Try,Timmy T,None,1991,2drQ6wg2hdl6RDslarifh8,49
3106,6,Unbelievable,EMF,None,1991,5VYTKiOnHw4iTrB9pG3yum,64
3107,7,More Than Words,Extreme,None,1991,1gVgkQFOKa8Wc1HYsJtPdH,68
3108,8,I Like the Way (The Kissing Game),Hi,Five,1991,3Nu0rXplrpWx0lXBCzSiWj,0
3109,9,The First Time,Surface,None,1991,0NFMOIvms3oKXx7s1XM583,41
3110,10,Baby Baby,Amy Grant,None,1991,3IDsegNBHC4pjGCOMTQYlU,62
3111,11,Motownphilly,Boyz II Men,None,1991,4LxIGAVfcQIw0zAQRyFhU8,58
3112,12,Because I Love You (The Postman Song),Stevie B,None,1991,5133Vr9T5jaSNBlqSQRJDx,33
3113,13,Someday,Mariah Carey,None,1991,6TSM5vkz0WzyZsNAKKYDcw,53
3114,14,High Enough,Damn Yankees,None,1991,5t5rCnsgRBtcKqTB7SbD1Q,61
3115,15,From a Distance,Bette Midler,None,1991,48eiLW57CqSmCYNZRM2J8M,58
3116,16,All the Man That I Need,Whitney Houston,None,1991,07M76e7IXxYdnC1BBiJxEX,55
3117,17,"Right Here, Right Now",Jesus Jones,None,1991,3fcGGP62sllcNEhuFJVYeC,57
3118,18,I Adore Mi Amor,Color Me Badd,None,1991,05R2lE5g9hnaSmxIrUl3C0,44
3119,19,Love Will Never Do (Without You),Janet Jackson,None,1991,1SkJ8HjZUZRPYT3R2rh5sA,49
3120,20,Good Vibrations,Marky Mark,the Funky Bunch,1991,5hWdgGVcfTeLPAiHM6EZG9,62
3121,21,Justify My Love,Madonna,None,1991,6BWRvw630R8z2vNMok6quI,52
3122,22,Emotions,Mariah Carey,None,1991,0cELvuwJW1acISUHYB6suj,65
3123,23,Joyride,Roxette,None,1991,4wj8ppW6nJ5hYlgfeJNBn2,43
3124,24,Romantic,Karyn White,None,1991,1eDCizNe4EQMj7okkjIeXo,36
3125,25,Hold You Tight,Tara Kemp,None,1991,0otWaD7P1jqYsb0qSHNo6J,37
3126,26,I Don't Wanna Cry,Mariah Carey,None,1991,1hFtJ5rV3aAm58ErijHdFO,52
3127,27,You're in Love,Wilson Phillips,None,1991,5KNbCF0FpIWuPE8x6bhGgw,53
3128,28,Every Heartbeat,Amy Grant,None,1991,55lX3vm1G35mUpawXHK5Te,42
3129,29,Sensitivity,Ralph Tresvant,None,1991,3lRgzwd3g1TewI4zjgbh9V,54
3130,30,Touch Me (All Night Long),Cathy Dennis,None,1991,3NTbqgdK5bo6Q9E4yBOzUp,41
3131,31,I've Been Thinking About You,Londonbeat,None,1991,6bnKiqeXIQjOpZZSy0qTg7,36
3132,32,Do Anything,Natural Selection,None,1991,5nNwxsg6vS3pKcLNcAvRWP,31
3133,33,Losing My Religion,R.E.M.,None,1991,31AOj9sFz2gM0O3hMARRBx,84
3134,34,Coming Out of the Dark,Gloria Estefan,None,1991,5x9MJycRilBm2SNavzt9yF,34
3135,35,It Ain't Over 'til It's Over,Lenny Kravitz,None,1991,6VnpKLtfNH4Dk09YSGPSyR,72
3136,36,Here We Go,C+C Music Factory,None,1991,7Aw400xYfxX0tDLC4dV7CI,40
3137,37,Where Does My Heart Beat Now,Celine Dion,None,1991,0S7Vv5am0xbAXgJ2RFQR8S,53
3138,38,Summertime,DJ Jazzy Jeff,The Fresh Prince,1991,20XdEFyaUR9C7aDIdq2OAd,62
3139,39,Wind of Change,Scorpions,None,1991,3ovjw5HZZv43SxTwApooCM,81
3140,40,P.A.S.S.I.O.N.,Rythm Syndicate,None,1991,3nOiN5LwRMGbjfMrlTt4Cr,0
3141,41,The Promise of a New Day,Paula Abdul,None,1991,5m8xVZhlM7E2mL9uuxZpF6,39
3142,42,I'm Your Baby Tonight,Whitney Houston,None,1991,3SmPl0CGxvvkQCrTv7edEE,57
3143,43,Love of a Lifetime,FireHouse,None,1991,2kDH08boXJyhKMl5hnZbrE,63
3144,44,Fading Like a Flower (Every Time You Leave),Roxette,None,1991,7qSd3WHSPUtmt6c36pwJaY,46
3145,45,This House,Tracie Spencer,None,1991,10JIQ4VbdRMlqvSJGvi7El,32
3146,46,Hole Hearted,Extreme,None,1991,1cItNpcJskTVETprljc7HV,47
3147,47,Power of Love/Love Power,Luther Vandross,None,1991,6ep87j7rt6j8Fok55N9NOs,43
3148,48,Impulsive,Wilson Phillips,None,1991,2lxfnTyWxW381PXDm9Mg77,40
3149,49,Love Is a Wonderful Thing,Michael Bolton,None,1991,2LCIRBYUBMFy9hL81qthi1,43
3150,50,Rhythm of My Heart,Rod Stewart,None,1991,6pceknxOgA22HKs99yPEm1,57
3151,51,Things That Make You Go Hmmm...,C+C Music Factory,None,1991,4QWU4b9viti7aUefIHrccZ,50
3152,52,I Touch Myself,Divinyls,None,1991,6oNvmplQGUkmAh441Teows,65
3153,53,Tom's Diner,DNA,Suzanne Vega,1991,4QtScYyh6Yxio27udYPhh0,48
3154,54,Iesha,Another Bad Creation,None,1991,4PWaeUVCHIVbXlpXEuIcvR,41
3155,55,Something to Talk About,Bonnie Raitt,None,1991,6Ceejf3zBXvAhIY9DbP1Pr,65
3156,56,After the Rain,Nelson,None,1991,3VWGHiQO7fArciqoKB2DSx,47
3157,57,Play That Funky Music,Vanilla Ice,None,1991,1Ezs8eYxuZjhlgyoI1Bo76,43
3158,58,Temptation,Corina,None,1991,6WCJyL4KetAqEZYhRq5S3f,38
3159,59,Can't Stop This Thing We Started,Bryan Adams,None,1991,753VOnELPOptUFMm7H10Vc,51
3160,60,I Can't Wait Another Minute,Hi-Five,None,1991,1CeGBbkJeKPojRmlo2gIwq,44
3161,61,3 a.m. Eternal,The KLF,None,1991,6Plvc2Me6ZjQuwfr2x0xYQ,20
3162,62,"Time, Love and Tenderness",Michael Bolton,None,1991,3efqNhyZjnIX2Pnu4Jx8dq,42
3163,63,Sadeness (Part I),Enigma,None,1991,3MVm36ouM56jbP5rORxbVy,53
3164,64,Around the Way Girl,LL Cool J,None,1991,6jL1SnyXcXiKOmw4M2RnmT,57
3165,65,I'll Be There,The Escape Club,None,1991,3zX2ZUPo0M8EULGmYJ87C6,35
3166,66,Cream,Prince,The New Power Generation,1991,5vz2J2kP3vV7mZE9UxnFcG,46
3167,67,Now That We Found Love,Heavy D,the Boyz,1991,1KONmY3enP3r3nIPQidWAy,61
3168,68,Show Me the Way,Styx,None,1991,2upjcGvuiTCGSaGPZZ2dtD,50
3169,69,Love Takes Time,Mariah Carey,None,1991,48l7PNpT2fBoT4cdLW6EzP,58
3170,70,Cry for Help,Rick Astley,None,1991,02mYS2yrqvRj5Yx8kexNWN,58
3171,71,The Way You Do the Things You Do,UB40,None,1991,6ozp716QFraV8OrewK6ln4,49
3172,72,Here I Am (Come and Take Me),UB40,None,1991,6YR2MkzMhojHBmW1TbXtZO,56
3173,73,Signs,Tesla,None,1991,0lyNsWWnut97Jm8aDnn3Us,48
3174,74,Too Many Walls,Cathy Dennis,None,1991,6cWjDE6ZfK7vhxI70PfMx2,37
3175,75,Crazy,Seal,None,1991,6Vz7vzOpCwKeSQlfViibuY,66
3176,76,I'll Give All My Love to You,Keith Sweat,None,1991,4L9VA69sfZKK5HAs5zP22I,52
3177,77,Place in this World,Michael W. Smith,None,1991,0PKTBeN87JYJ1mRzrq5Aog,46
3178,78,Something to Believe In,Poison,None,1991,7pUYjnFTXMs0mFWsE9epqV,58
3179,79,Wicked Game,Chris Isaak,None,1991,390AWnOn2rfe9FzQjYmxIH,72
3180,80,Get Here,Oleta Adams,None,1991,1KT3ndndHOGXePgC4o0Jq9,49
3181,81,Round and Round,Tevin Campbell,None,1991,7mjTuZkE1XkJnco5bVsZCf,38
3182,82,Silent Lucidity,QueensrÃ¿che,None,1991,6OSyCAmXT4Gkd3OQ2aPOaF,65
3183,83,I'm Not In Love,Will to Power,None,1991,0nCYZQ1nvXe7PghwP028jD,33
3184,84,Piece of My Heart,Tara Kemp,None,1991,1jRAg7uqdsm5VYKKeEVKVd,18
3185,85,Real Real Real,Jesus Jones,None,1991,5gbPzqSC9MFfkeM3L06Imy,33
3186,86,Everybody Plays the Fool,Aaron Neville,None,1991,6VthESmOYTaHBh1g0pacba,39
3187,87,Just Another Dream,Cathy Dennis,None,1991,7MrNlFbcx5Wr1MwKqwDpA5,27
3188,88,Strike It Up,Black Box,None,1991,742hY2twqAjwNYnKkQdilj,56
3189,89,Rico Suave,Gerardo,None,1991,6FfdQJ9HJcJAvsPVIyoGZ5,37
3190,90,Disappear,INXS,None,1991,02mQcDoU5cn15U6tqZmL4e,44
3191,91,Groove Is in the Heart,Deee-Lite,None,1991,2UVLuddklEVak5PXgC7baA,66
3192,92,All This Time,Sting,None,1991,2cu8WtQZdxGe3lbetlzeNe,52
3193,93,The One and Only,Chesney Hawkes,None,1991,69Tyiih00ZZKboHFnXp0VF,63
3194,94,O.P.P.,Naughty by Nature,None,1991,3voxsfqnGr9V74jkkzPhXC,64
3195,95,Freedom 90,George Michael,None,1991,3tyTt5pEWblt96j1HsXiV5,72
3196,96,I Saw Red,Warrant,None,1991,5Kz1hj2NNSsgf0YkgFJh4e,45
3197,97,Miles Away,Winger,None,1991,3Bzh1AtiViTIaZV6yqySZH,56
3198,98,Do You Want Me,Salt-n-Pepa,None,1991,2iXqaccRqW6vqvqqBgOuug,33
3199,99,The Motown Song,Rod Stewart,None,1991,53Ttk5sOEtlJvOZmv16aQn,32
3200,100,Shiny Happy People,R.E.M.,None,1991,1v2zyAJrChw5JnfafSkwkJ,74
