,rank,title,artist,other artists,year,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
2465,67,Cover Me,Bruce Springsteen,None,1984,4U7NhC2rQTAhH7dw7H0goB,57,0.535,0.884,9,-5.499,0,0.0407,0.00188,0.00126,0.14,0.796,120.555,205.987,4
2466,68,Cum on Feel the Noize,Quiet Riot,None,1984,3vV3cr2TpPqFk07zxYUbla,72,0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,290.96,4
2467,69,Breakdance,Irene Cara,None,1984,5Y11OSMr5hqiEu8ZJoXU17,30,0.691,0.803,5,-7.464,0,0.0501,0.000775,0.175,0.123,0.533,130.833,207.24,4
2468,70,Adult Education,Hall,Oates,1984,3sIsG7vDZr17BVimMeZZQS,51,0.66,0.749,9,-7.282,0,0.0372,0.0371,3.74E-05,0.042,0.932,91.464,323.613,4
2469,71,They Don't Know,Tracey Ullman,None,1984,0tOkXHcYsR2Y07XiGl0Yme,50,0.505,0.843,0,-3.952,1,0.0372,0.142,7.34E-05,0.148,0.809,114.076,179.627,4
2470,72,An Innocent Man,Billy Joel,None,1984,1Gg14U26oq94uWcG7khccX,54,0.509,0.382,0,-9.441,1,0.0351,0.0466,0,0.112,0.427,105.764,318,4
2471,73,Cruel Summer,Bananarama,None,1984,2EGaDf0cPX789H3LNeB03D,66,0.666,0.871,1,-6.017,0,0.0272,0.27,0.0208,0.263,0.936,108.501,215.326,4
2472,74,Dance Hall Days,Wang Chung,None,1984,2JvPJ8ydPuN2NhpH4oti6I,65,0.664,0.589,0,-14.415,1,0.0406,0.259,0.00587,0.221,0.54,102.74,240.8,4
2473,75,Give It Up,KC,the Sunshine Band,1984,3yDhZq8f17SmumVmEyCaRN,66,0.862,0.624,3,-11.63,1,0.0565,0.0192,0.000153,0.0465,0.882,124.896,254.24,4
2474,76,I'm So Excited,The Pointer Sisters,None,1984,6o8zvk4UF8chcVMLHLvU1n,19,0.634,0.889,5,-4.997,0,0.0408,0.0123,1.88E-05,0.809,0.34,96.566,460.653,4
2475,77,I Still Can't Get Over Loving You,Ray Parker Jr.,None,1984,6gmp4cBAgsQOqqZQECbH4u,26,0.611,0.502,1,-13.684,1,0.0387,0.22,0.000106,0.0779,0.562,83.28,247.653,4
2476,78,Thriller,Michael Jackson,None,1984,7azo4rpSUh8nXgtonC6Pkq,72,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427,358.053,4
2477,79,Holiday,Madonna,None,1984,3ibAzRj9JnowdoLkyllk3n,60,0.813,0.699,7,-8.656,1,0.0458,0.0251,0.0135,0.0527,0.732,117.548,231.56,4
2478,80,Breakin'... There's No Stopping Us,Ollie,Jerry,1984,2BtIXTKrTGQJeFcIukMR9E,35,0.742,0.801,1,-10.373,1,0.0531,0.0168,0.00482,0.0494,0.853,116.6,276.773,4
2479,81,Nobody Told Me,John Lennon,None,1984,2kge4TJf2AAlccZElRAENK,24,0.747,0.602,2,-11.176,1,0.0857,0.0411,1.75E-05,0.05,0.794,118.365,213.84,4
2480,82,Church of the Poison Mind,Culture Club,None,1984,2DEEMhTiUMvkiHFdXkrKfI,47,0.597,0.902,7,-4.246,0,0.0355,0.0899,0,0.65,0.96,130.674,212.147,4
2481,83,Think of Laura,Christopher Cross,None,1984,5jLq63jMFWg0dKHnht6YI0,59,0.645,0.211,11,-12.73,1,0.0257,0.822,9.19E-06,0.138,0.174,86.121,206.64,4
2482,84,Time Will Reveal,DeBarge,None,1984,5dOAshdEVLDMjHBnlMrX12,56,0.711,0.259,0,-13.796,1,0.0359,0.528,0,0.0582,0.433,129.75,259.493,4
2483,85,Wrapped Around Your Finger,The Police,None,1984,400ZJAUFuEuIGXhr7ie4xf,59,0.747,0.448,9,-11.522,0,0.0345,0.0904,0.000185,0.0631,0.608,127.689,313.707,4
2484,86,Pink Houses,John Cougar Mellencamp,None,1984,5JKQMoGmXwDHCodn5pFVHB,66,0.635,0.795,7,-5.313,1,0.0269,0.0514,3.08E-06,0.0751,0.628,115.23,283.667,4
2485,87,Round and Round,Ratt,None,1984,5B6Z7NwVqA7W3UFiqBdEJC,66,0.628,0.934,11,-6.026,1,0.0527,0.00682,1.11E-05,0.0852,0.491,126.538,265.893,4
2486,88,Head over Heels,The Go-Go's,None,1984,1p46bniF6fC9kT1v5yjJOI,54,0.557,0.81,2,-10.573,1,0.0452,0.0669,2.25E-06,0.138,0.926,157.178,216.96,4
2487,89,The Longest Time,Billy Joel,None,1984,5DH7nDryMhpixm4G4B7RP9,66,0.637,0.333,3,-9.603,1,0.0262,0.181,0,0.147,0.588,84.347,217.907,4
2488,90,Tonight,Kool,the Gang,1984,1y8bnXm0fWhUUcCYr1SvC9,37,0.824,0.445,5,-16.857,1,0.0393,0.245,0.0283,0.102,0.964,120.241,231.84,4
2489,91,Got a Hold on Me,Christine McVie,None,1984,0FCgqHNdcbhGIEmU8r6ZF1,47,0.75,0.787,4,-5.127,1,0.0292,0.144,1.88E-05,0.0513,0.718,129.37,232.907,4
2490,92,Dancing in the Sheets,Shalamar,None,1984,0Q7aj2T90BmSCv2fLyUkTJ,52,0.874,0.556,11,-9.322,0,0.0708,0.00643,0.311,0.0445,0.883,122.849,244.733,4
2491,93,Undercover of the Night,The Rolling Stones,None,1984,4N8oxV3hvn8Efyo4yxp3LG,45,0.603,0.973,5,-4.454,0,0.176,0.0272,0.00731,0.472,0.408,122.756,273.493,4
2492,94,On the Dark Side,John Cafferty,The Beaver Brown Band,1984,7DhNAYOzIRkEFqimYl2s1G,51,0.392,0.727,9,-11.913,1,0.155,0.0357,0.000239,0.754,0.365,171.653,161.827,4
2493,95,New Moon on Monday,Duran Duran,None,1984,74tXc7WOWxEDZahXcyPG9D,50,0.536,0.869,7,-4.56,1,0.151,0.449,2.16E-06,0.635,0.425,122.218,256.28,4
2494,96,Major Tom (Coming Home),Peter Schilling,None,1984,709ffFK4o4MtG1NKoLvOma,67,0.787,0.42,4,-14.32,0,0.0645,0.153,0.164,0.169,0.838,161.247,301.373,4
2495,97,Magic,The Cars,None,1984,7z8k6KAvjHX3RtkYNhIC9B,51,0.683,0.806,9,-7.574,1,0.042,0.125,0.000548,0.191,0.962,118.032,237.093,4
2496,98,When You Close Your Eyes,Night Ranger,None,1984,0FoB9BAV7B2Kv6NxOFZtSO,50,0.473,0.673,0,-14.122,1,0.0363,0.0132,0,0.134,0.517,138.184,256.507,4
2497,99,Rock Me Tonite,Billy Squier,None,1984,12c1PXyghlSuNVO9GZi0DH,47,0.472,0.724,9,-5.061,0,0.0522,0.0987,0,0.239,0.673,127.36,297.267,4
2498,100,Yah Mo B There,James Ingram,Michael McDonald,1984,5edioRF5SIeNzZafgd1Py1,56,0.818,0.512,0,-12.491,1,0.0363,0.183,4.20E-06,0.0439,0.96,117.842,279.413,4
2499,1,Careless Whisper,Wham!,None,1985,496KhoMCMizT1B6Gm09PPq,0,0.558,0.724,2,-4.224,0,0.0356,0.387,2.67E-06,0.229,0.532,76.704,392.267,4
2500,2,Like a Virgin,Madonna,None,1985,1ZPlNanZsJSPK5h9YZZFbZ,74,0.773,0.656,3,-10.88,0,0.0381,0.202,0.00323,0.0697,0.971,119.754,218.627,4
2501,3,Wake Me Up Before You Go-Go,Wham!,None,1985,0ikz6tENMONtK6qGkOrU3c,82,0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,231.333,4
2502,4,I Want to Know What Love Is,Foreigner,None,1985,1JLn8RhQzHz3qDqsChcmBl,80,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76E-06,0.131,0.423,81.204,304.787,4
2503,5,I Feel for You,Chaka Khan,None,1985,5yR9u8QiOt8hJaddv32oo7,63,0.698,0.912,11,-8.993,1,0.0675,0.0145,0.0222,0.279,0.797,124.916,343.4,4
2504,6,Out of Touch,Hall,Oates,1985,7o67roCVsFiCt7Cf0ZLOJq,61,0.806,0.649,9,-9.004,0,0.0347,0.0391,5.55E-05,0.0557,0.897,114.834,249.573,4
2505,7,Everybody Wants to Rule the World,Tears for Fears,None,1985,4RvWPyQ5RL0ao9LPZeSouE,84,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251.489,4
2506,8,Money for Nothing,Dire Straits,None,1985,4yqtwO7MQIIXqoiRBPHAgR,64,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,506.4,4
2507,9,Crazy for You,Madonna,None,1985,6B4oVElDIKRNcNUary0WG7,66,0.662,0.719,9,-6.606,1,0.0298,0.107,0,0.102,0.511,95.001,224.32,4
2508,10,Take On Me,a-ha,None,1985,2WfaOiMkCvy7F5fcp2zZ8L,86,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225.28,4
2509,11,Everytime You Go Away,Paul Young,None,1985,0IpfTMKENGLJcULkMnU8Rb,35,0.607,0.643,5,-11.493,1,0.0435,0.177,0.000153,0.118,0.715,164.256,321.573,4
2510,12,Easy Lover,Philip Bailey,Phil Collins,1985,0zTzcpx9qESOm80AIheGC7,30,0.747,0.794,1,-9.455,1,0.0342,0.0478,0.00209,0.056,0.932,128.91,304.84,4
2511,13,Can't Fight This Feeling,REO Speedwagon,None,1985,5WwqdeavrQrbeAMDxGawse,75,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82E-05,0.0877,0.19,156.344,294.773,4
2512,14,We Built This City,Starship,None,1985,6OnfBiiSc9RGKiBKKtZXgQ,78,0.661,0.908,5,-4.897,1,0.039,0.052,0,0.0708,0.656,144.091,296.08,4
2513,15,The Power of Love,Huey Lewis,the News,1985,2olVm1lHicpveMAo4AUDRB,77,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92E-05,0.097,0.962,118.773,234.333,4
2514,16,Don't You (Forget About Me),Simple Minds,None,1985,3fH4KjXFYMmljxrcGrbPj9,76,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263.04,4
2515,17,Cherish,Kool,the Gang,1985,7ktxXsACTciz3gAtuzd1uV,66,0.639,0.596,10,-8.145,0,0.0225,0.331,0,0.296,0.427,95.186,238.933,4
2516,18,St. Elmo's Fire (Man in Motion),John Parr,None,1985,1A2PWRltFrX8iB8IP3CUgo,69,0.612,0.6,9,-10.945,1,0.0327,0.15,3.04E-06,0.222,0.471,111.203,251.8,4
2517,19,The Heat Is On,Glenn Frey,None,1985,0PXw9NKvolWTo7U9JkNzmc,65,0.622,0.865,7,-6.369,1,0.0531,0.0167,2.34E-05,0.0692,0.87,149.706,227.8,4
2518,20,We Are the World,USA for Africa,None,1985,5Z5dYF7PNmRB100RJPFdcs,15,0.268,0.29,4,-13.611,1,0.0454,0.904,0.429,0.695,0.191,100.011,282.227,4
2519,21,Shout,Tears for Fears,None,1985,2gQaQUhDCNGfBVXTvxAmXQ,73,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87E-05,0.139,0.498,97.909,393.667,4
2520,22,Part-Time Lover,Stevie Wonder,None,1985,0Dm43YLUlGdePpSbI1ct8h,70,0.662,0.624,10,-13.606,0,0.0417,0.165,0,0.0674,0.961,174.513,252.56,4
2521,23,Saving All My Love For You,Whitney Houston,None,1985,1lx8ddGT5wCD6W2xmLeRKG,67,0.636,0.264,6,-14.567,0,0.0263,0.593,4.22E-05,0.275,0.264,99.304,238.467,3
2522,24,Heaven,Bryan Adams,None,1985,7Ewz6bJ97vUqk5HdkvguFQ,78,0.382,0.589,9,-7.315,0,0.0267,0.0465,0,0.122,0.335,140.059,243.36,4
2523,25,Everything She Wants,Wham!,None,1985,5hXEcqQhEjfZdbIZLO8mf2,68,0.9,0.459,6,-15.557,0,0.0366,0.321,0.00399,0.165,0.962,115.091,302.693,4
2524,26,Cool It Now,New Edition,None,1985,5LkcAjqj5NOctNGi2qUjlw,54,0.871,0.532,10,-13.335,0,0.0677,0.126,0.00819,0.321,0.74,116.574,347.667,4
2525,27,Miami Vice Theme,Jan Hammer,None,1985,5489SI8KRm1G9u1OtWUvsx,43,0.419,0.54,7,-11.741,0,0.0341,0.0149,0.684,0.117,0.474,191.414,211.103,4
2526,28,Loverboy,Billy Ocean,None,1985,1rG2EZw9GJuBPleLhS64sn,54,0.734,0.709,6,-9.164,0,0.0388,0.0915,2.36E-05,0.0635,0.713,107.901,249.36,4
2527,29,Lovergirl,Teena Marie,None,1985,13xKh7WqwxzEFYhYCJJwHg,48,0.73,0.756,9,-7.509,0,0.0492,0.0469,0.00333,0.235,0.827,123.604,259.56,4
2528,30,You Belong to the City,Glenn Frey,None,1985,0b8eSsBka9epA2J0wnPMax,55,0.669,0.703,4,-5.789,0,0.0299,0.06,0.00147,0.0623,0.436,109.48,352.76,4
2529,31,Oh Sheila,Ready for the World,None,1985,5PM96PMKMfD1lLX2lryUsG,54,0.798,0.577,0,-10.347,1,0.0777,0.0234,0.00112,0.0728,0.835,128.82,240.093,4
2530,32,Rhythm of the Night,DeBarge,None,1985,5yGTQzYbEdY6B9RFZJypgt,66,0.707,0.759,11,-12.328,0,0.046,0.0769,2.84E-05,0.0775,0.955,115.142,229.107,4
2531,33,One More Night,Phil Collins,None,1985,6fkvIT9KFKxO8poBeKfaEf,71,0.534,0.442,3,-9.442,1,0.0308,0.788,0.000351,0.0986,0.343,136.369,288.973,4
2532,34,Sea of Love,The Honeydrippers,None,1985,0VMGij4wSGBM5pSTcqjxeD,54,0.422,0.411,7,-9.004,1,0.0257,0.111,0.00113,0.324,0.393,82.737,183.88,4
2533,35,A View to a Kill,Duran Duran,None,1985,6I4snLrVOrJsLdd43isc27,60,0.706,0.814,1,-5.405,1,0.0569,0.0159,0,0.262,0.778,125.472,217.693,4
2534,36,The Wild Boys,Duran Duran,None,1985,23M7cQkNJLiddeubvVgaQl,58,0.741,0.838,11,-7.622,0,0.0637,0.407,0,0.138,0.586,115.689,257.6,4
2535,37,You're the Inspiration,Chicago,None,1985,1sUQJeihi2iSAQOXtxRjkz,51,0.593,0.562,6,-7.393,1,0.0274,0.535,0,0.13,0.314,74.031,230.933,4
2536,38,Neutron Dance,The Pointer Sisters,None,1985,3Uyxe1fbF4zWSEwy38qgMw,52,0.752,0.839,9,-6.879,1,0.0503,0.0236,0,0.263,0.864,104.794,253.413,4
2537,39,We Belong,Pat Benatar,None,1985,665Jxlgi1HamPKbW1vwzx4,69,0.706,0.322,5,-14.108,1,0.0467,0.528,2.37E-06,0.576,0.305,135.154,221.133,4
2538,40,Nightshift,Commodores,None,1985,23IK8TF2MSiLnuEjaYPfVV,65,0.727,0.559,8,-10.194,1,0.0392,0.62,0.0114,0.0629,0.393,105.06,306.56,4
2539,41,Things Can Only Get Better,Howard Jones,None,1985,1RbOObDFn7GOseR1w529Zj,58,0.752,0.743,7,-6.083,1,0.0331,0.0314,0.000117,0.128,0.832,108.254,235.827,4
2540,42,All I Need,Jack Wagner,None,1985,7LLBFAlUOE6rUHDePQL57a,45,0.475,0.375,9,-12.023,1,0.0282,0.468,0,0.162,0.166,140.277,209.493,4
2541,43,Freeway of Love,Aretha Franklin,None,1985,0lpIVCLNQRBKffcRRNrHyh,50,0.688,0.899,2,-6.328,1,0.0734,0.242,5.55E-06,0.0223,0.833,126.509,352.093,4
2542,44,Never Surrender,Corey Hart,None,1985,5U5p472hgeXUKvh0d8RL4K,52,0.552,0.538,2,-11.085,1,0.0344,0.516,0,0.202,0.401,104.131,295,4
2543,45,Sussudio,Phil Collins,None,1985,4qM461TqtpnP4GLRIXwEnW,68,0.714,0.935,5,-5.195,1,0.0849,0.0529,0.0934,0.0515,0.725,121.232,263.107,4
2544,46,Strut,Sheena Easton,None,1985,6gFIFMI3tsrM5QojcvVMfZ,46,0.91,0.751,1,-11.29,1,0.039,0.295,0.00214,0.141,0.975,114.659,240.96,4
2545,47,You Give Good Love,Whitney Houston,None,1985,0t6DdFmFQhQYWhmfa5FJer,53,0.559,0.365,5,-13.654,1,0.0332,0.686,0,0.0771,0.534,74.802,277.24,4
2546,48,The Search Is Over,Survivor,None,1985,1M3xrSPzPcKkCnXGHFPKaw,58,0.527,0.342,3,-12.272,1,0.0336,0.59,0,0.0803,0.148,124.209,252.613,4
2547,49,Missing You,Diana Ross,None,1985,0jVfjWK9DUc5ShqwwPADyp,38,0.644,0.355,4,-11.41,0,0.0366,0.658,0.00116,0.0485,0.187,86.822,245.347,4
2548,50,Separate Lives,Phil Collins,Marilyn Martin,1985,6DEFVerhYVJ6ZkPJiPl5Sm,58,0.32,0.308,4,-9.118,1,0.0318,0.237,0,0.319,0.193,93.173,248.907,4
2549,51,Raspberry Beret,Prince,The Revolution,1985,69WMtlQZLc9zw537JOMFE2,28,0.618,0.658,11,-6.964,0,0.0345,0.357,5.11E-05,0.237,0.693,119.378,206.4,4
2550,52,Suddenly,Billy Ocean,None,1985,65h7Qhxl2WfW31Bl6sjWAI,60,0.496,0.339,10,-9.512,0,0.0317,0.735,0,0.115,0.201,129.486,234.707,4
2551,53,The Boys of Summer,Don Henley,None,1985,4gvea7UlDkAvsJBPZAd4oB,78,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,288.733,4
2552,54,One Night in Bangkok,Murray Head,None,1985,6erBowZaW6Ur3vNOWhS2zM,60,0.892,0.578,10,-5.025,1,0.15,0.112,0.000315,0.0897,0.621,108.703,236.067,4
2553,55,If You Love Somebody Set Them Free,Sting,None,1985,5Xhqe9xu6bKRSqLj1mS1SB,53,0.627,0.849,9,-10.61,0,0.0309,0.137,0,0.319,0.817,125.058,256.227,4
2554,56,Obsession,Animotion,None,1985,3N7GqZMpZJW69Te1bfUTc3,51,0.673,0.613,7,-11.997,1,0.0799,0.00436,0.362,0.608,0.415,114.748,337.267,4
2555,57,We Don't Need Another Hero (Thunderdome),Tina Turner,None,1985,1qyJ6XpMHdsJD8pkiA7Qww,63,0.69,0.674,8,-5.866,0,0.0471,0.201,0.00612,0.114,0.713,98.851,255.187,4
2556,58,Material Girl,Madonna,None,1985,22sLuJYcvZOSoLLRYev1s5,74,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51E-06,0.0964,0.978,136.506,240.28,4
2557,59,Better Be Good to Me,Tina Turner,None,1985,4N5HyZ1PlXuP6sryIa4hOQ,45,0.748,0.722,8,-6.499,1,0.0347,0.0344,0.0164,0.0857,0.835,120.678,312.387,4
2558,60,Head over Heels,Tears for Fears,None,1985,5lwQGZYF4BXOzFtXc5zk8q,67,0.623,0.739,7,-8.116,1,0.0244,0.338,1.88E-05,0.109,0.642,95.007,257.316,4
2559,61,Axel F,Harold Faltermeyer,None,1985,2kgqupahrJpYB4r1poTXEY,61,0.799,0.491,1,-17.105,1,0.0891,0.016,0.843,0.094,0.57,117.285,180.867,4
2560,62,Smooth Operator,Sade,None,1985,1Hv1VTm8zeOeybub15mA2R,71,0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,258.693,4
2561,63,In My House,Mary Jane Girls,None,1985,62EAqniDMuMIk92eoBZJ5p,51,0.808,0.68,1,-9.496,1,0.032,0.0416,0.0339,0.064,0.962,116.724,236.733,4
2562,64,Don't Lose My Number,Phil Collins,None,1985,2ZIzyHDYsXIHUojfr6bAbO,61,0.585,0.832,5,-5.016,0,0.0814,0.168,5.09E-05,0.0634,0.952,80.614,288.547,4
2563,65,All Through the Night,Cyndi Lauper,None,1985,2CIDqYfIYfl9vx02wIyCG9,61,0.573,0.65,8,-5.934,1,0.0257,0.201,1.58E-06,0.048,0.346,95.1,272.84,4
2564,66,Run to You,Bryan Adams,None,1985,2RWFncSWZEhSRRifqiDNVV,68,0.561,0.811,4,-6.157,1,0.0265,0.00515,3.60E-05,0.287,0.635,126.593,233.27,4
2565,67,Glory Days,Bruce Springsteen,None,1985,2Y90nL1ohB4sgYELDs7uNx,71,0.574,0.96,9,-4.906,1,0.032,0.0457,0,0.121,0.978,117.486,254.733,4
2566,68,Voices Carry,'Til Tuesday,None,1985,0ZYf6N5eBeXStMri0mf3DZ,59,0.583,0.574,0,-9.044,1,0.0239,0.0282,2.14E-06,0.114,0.578,104.995,263.573,4
2567,69,Misled,Kool,the Gang,1985,1kMInPKhtOag4FX4cMlqOT,43,0.827,0.643,11,-7.806,1,0.0455,0.012,0.00239,0.0365,0.938,122.373,246.293,4
2568,70,Would I Lie to You?,Eurythmics,None,1985,1lJZSsMoWEbrgaY6CxPMf8,55,0.613,0.912,2,-4.638,1,0.0328,0.0378,3.65E-05,0.52,0.733,131.968,268.24,4
2569,71,Be Near Me,ABC,None,1985,1l3fRzoUngJr6hSMIT1Hfq,44,0.719,0.589,5,-11.87,1,0.0302,0.128,0.1,0.13,0.819,124.685,219.827,4
2570,72,No More Lonely Nights,Paul McCartney,None,1985,4ybDW0xfRBCPwsjwFOUzZW,40,0.315,0.428,5,-11.558,1,0.036,0.00987,2.68E-05,0.144,0.449,177.105,287.693,4
2571,73,I Can't Hold Back,Survivor,None,1985,46NtQJH1eok28bucLlHqQT,54,0.509,0.681,4,-10.659,1,0.0306,0.499,5.36E-05,0.1,0.33,143.645,238.8,4
2572,74,Summer Of '69,Bryan Adams,None,1985,0GONea6G2XdnHWjNZd6zt3,83,0.508,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.131,216.053,4
2573,75,Walking on Sunshine,Katrina,the Waves,1985,05wIrZSwuaVWhcv5FfqeH0,80,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,238.733,4
2574,76,Freedom,Wham!,None,1985,0PhU6i6Kei6x0CH3jocvA3,58,0.591,0.651,0,-12.882,1,0.0424,0.42,1.97E-06,0.129,0.824,132.539,302.2,4
2575,77,Too Late for Goodbyes,Julian Lennon,None,1985,2SPU97neddixGZ3wCMLAwx,55,0.867,0.743,11,-8.229,0,0.0325,0.16,0.00365,0.0451,0.969,122.42,214.645,4
2576,78,Valotte,Julian Lennon,None,1985,6lTaVAtnxa69VgRwxOcMsJ,46,0.571,0.512,0,-9.73,1,0.0259,0.238,0.0773,0.0998,0.188,72.17,257.04,4
2577,79,Some Like It Hot,Power Station,None,1985,3QyxB6fNUFNSLyjiwkycOY,49,0.732,0.893,2,-8.355,1,0.0488,0.0816,2.05E-05,0.0783,0.654,125.487,305.467,4
2578,80,Solid,Ashford,Simpson,1985,4sr4NdrPfds9Qfors9UkiO,58,0.814,0.474,0,-12.017,1,0.0309,0.27,8.16E-06,0.599,0.956,101.241,312,4
2579,81,Angel,Madonna,None,1985,7ov1nZ2QZc3LIuCXXERZP0,49,0.752,0.593,7,-13.673,1,0.0367,0.296,0.000196,0.168,0.834,133.266,236.133,4
2580,82,I'm on Fire,Bruce Springsteen,None,1985,3PzsbWSQdLCKDLxn7YZfkM,77,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,155.88,4
2581,83,Method of Modern Love,Hall,Oates,1985,58U8hRjWQdGCGQ1Y42SJFp,42,0.714,0.726,5,-6.621,0,0.0569,0.0708,2.15E-05,0.093,0.753,94.203,333.933,4
2582,84,Lay Your Hands on Me,Thompson Twins,None,1985,2bfXIY8f38PYFStQRDVEPS,42,0.786,0.701,7,-11.938,1,0.033,0.117,5.50E-05,0.211,0.841,102.838,313.107,4
2583,85,Who's Holding Donna Now,DeBarge,None,1985,66rdGSb6FMm0neFXxmJdPQ,61,0.658,0.334,3,-14.648,0,0.0254,0.423,2.21E-05,0.127,0.647,90.173,267.733,4
2584,86,Lonely Ol' Night,John Cougar Mellencamp,None,1985,0TBMx8wWJkwSEVSOJUn21e,48,0.634,0.886,9,-3.988,1,0.0329,0.00453,0.00892,0.0397,0.756,126.558,225.173,4
2585,87,What About Love,Heart,None,1985,6UHXo9jMVXvLM5cNMaN0X2,54,0.259,0.595,2,-6.692,0,0.0356,0.444,0,0.416,0.295,160.554,222,4
2586,88,California Girls,David Lee Roth,None,1985,4H3vuLX59XPqdtTpIesGyS,49,0.582,0.748,4,-5.93,1,0.0521,0.432,0,0.0707,0.433,115.13,171.456,4
2587,89,Fresh,Kool,the Gang,1985,1mMYaXpT65iZDtvfRA9EkE,66,0.838,0.381,11,-16.867,0,0.0351,0.00912,0.0988,0.0364,0.95,117.708,266.56,4
2588,90,Do What You Do,Jermaine Jackson,None,1985,6gmLSRnCGWaPeO64miR2Rr,45,0.573,0.462,1,-9.634,0,0.0256,0.448,0,0.232,0.399,112.682,252.547,4
2589,91,Jungle Love,The Time,None,1985,0QUpBXTOdB4JJyTGFN6dH1,56,0.761,0.641,8,-13.466,0,0.0445,0.0713,0.0269,0.483,0.822,119.61,333.36,4
2590,92,Born in the U.S.A.,Bruce Springsteen,None,1985,0dOg1ySSI7NkpAe89Zo0b9,77,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75E-05,0.1,0.584,122.093,278.68,4
2591,93,Private Dancer,Tina Turner,None,1985,5JjdJK0uGRUk4skRTuQdUZ,59,0.587,0.572,2,-9.656,1,0.0413,0.363,0.0871,0.0915,0.471,115.466,434.373,4
2592,94,Who's Zoomin' Who,Aretha Franklin,None,1985,2kDMh0Imubeo6BkV1mY7vm,48,0.788,0.532,8,-10.334,1,0.0375,0.376,1.63E-06,0.0622,0.841,110.057,284.507,4
2593,95,Fortress Around Your Heart,Sting,None,1985,06IsyJksK6vgJX66rU77Ij,48,0.681,0.476,7,-15.447,1,0.0294,0.294,6.18E-06,0.079,0.668,120.535,279.693,4
2594,96,Penny Lover,Lionel Richie,None,1985,2G47eWiZyaUTAnTdhjcGFl,49,0.691,0.527,6,-9.203,0,0.0342,0.515,0.00168,0.0979,0.639,100.384,226.107,4
2595,97,All She Wants to Do Is Dance,Don Henley,None,1985,4yCRCEAfCMRyqCpBSd0qDp,58,0.702,0.558,7,-11.952,1,0.0288,0.0304,0,0.0528,0.903,114.932,269.107,4
2596,98,Dress You Up,Madonna,None,1985,4B2r9HXgUqRcPwUG3BYPlc,52,0.634,0.896,0,-3.073,0,0.0318,0.0298,0.0036,0.1,0.827,136.098,242.24,4
2597,99,Sentimental Street,Night Ranger,None,1985,5pSMOv1TyJhHKPCEh6ulTG,38,0.66,0.579,0,-12.746,1,0.029,0.188,0,0.0687,0.583,99.641,253.733,4
2598,100,Sugar Walls,Sheena Easton,None,1985,4kVE7IVF3ZlD1d7k08dmVY,36,0.744,0.55,10,-12.689,1,0.0554,0.0746,4.20E-05,0.0353,0.853,126.51,241.6,4
2599,1,That's What Friends Are For,Dionne,Friends (Dionne Warwick,1986,1cOj24fUMnBSXhtp7waHVW,57,0.673,0.286,8,-14.643,1,0.0313,0.294,0,0.086,0.199,120.117,256.467,4
2600,2,"Say You, Say Me",Lionel Richie,None,1986,17CPezzLWzvGfpZW6X8XT0,73,0.636,0.405,8,-11.113,1,0.0287,0.355,0,0.0804,0.257,128.068,241.067,4
2601,3,I Miss You,Klymaxx,None,1986,3d6UefBBvhqHxJLZdm8scF,42,0.553,0.345,5,-18.267,1,0.0342,0.499,0,0.252,0.305,139.562,333.267,4
2602,4,On My Own,Patti LaBelle,Michael McDonald,1986,5HrVgmO1govSOrPUehW1VV,63,0.62,0.402,5,-12.964,1,0.0264,0.337,6.13E-05,0.312,0.483,92.093,290.84,4
2603,5,Broken Wings,Mr. Mister,None,1986,78FHUZRbFDCG6VkRAQdFLm,72,0.286,0.5,1,-14.281,0,0.0357,0.134,4.57E-05,0.108,0.443,99.162,343.933,4
2604,6,How Will I Know,Whitney Houston,None,1986,5tdKaKLnC4SgtDZ6RlWeal,73,0.832,0.544,6,-12.697,1,0.0442,0.201,0.000139,0.632,0.928,119.49,275.533,4
